date_id,full_date,year,quarter,month,month_name,week,day_of_week,is_weekend
138,2015-05-18,2015,2,5,May,21,Monday,False
139,2015-05-19,2015,2,5,May,21,Tuesday,False
140,2015-05-20,2015,2,5,May,21,Wednesday,False
141,2015-05-21,2015,2,5,May,21,Thursday,False
142,2015-05-22,2015,2,5,May,21,Friday,False
143,2015-05-23,2015,2,5,May,21,Saturday,True
144,2015-05-24,2015,2,5,May,21,Sunday,True
145,2015-05-25,2015,2,5,May,22,Monday,False
146,2015-05-26,2015,2,5,May,22,Tuesday,False
147,2015-05-27,2015,2,5,May,22,Wednesday,False
148,2015-05-28,2015,2,5,May,22,Thursday,False
149,2015-05-29,2015,2,5,May,22,Friday,False
150,2015-05-30,2015,2,5,May,22,Saturday,True
151,2015-05-31,2015,2,5,May,22,Sunday,True
152,2015-06-01,2015,2,6,June,23,Monday,False
153,2015-06-02,2015,2,6,June,23,Tuesday,False
154,2015-06-03,2015,2,6,June,23,Wednesday,False
155,2015-06-04,2015,2,6,June,23,Thursday,False
156,2015-06-05,2015,2,6,June,23,Friday,False
157,2015-06-06,2015,2,6,June,23,Saturday,True
158,2015-06-07,2015,2,6,June,23,Sunday,True
159,2015-06-08,2015,2,6,June,24,Monday,False
160,2015-06-09,2015,2,6,June,24,Tuesday,False
161,2015-06-10,2015,2,6,June,24,Wednesday,False
162,2015-06-11,2015,2,6,June,24,Thursday,False
163,2015-06-12,2015,2,6,June,24,Friday,False
164,2015-06-13,2015,2,6,June,24,Saturday,True
165,2015-06-14,2015,2,6,June,24,Sunday,True
166,2015-06-15,2015,2,6,June,25,Monday,False
167,2015-06-16,2015,2,6,June,25,Tuesday,False
168,2015-06-17,2015,2,6,June,25,Wednesday,False
169,2015-06-18,2015,2,6,June,25,Thursday,False
170,2015-06-19,2015,2,6,June,25,Friday,False
171,2015-06-20,2015,2,6,June,25,Saturday,True
172,2015-06-21,2015,2,6,June,25,Sunday,True
173,2015-06-22,2015,2,6,June,26,Monday,False
174,2015-06-23,2015,2,6,June,26,Tuesday,False
175,2015-06-24,2015,2,6,June,26,Wednesday,False
176,2015-06-25,2015,2,6,June,26,Thursday,False
177,2015-06-26,2015,2,6,June,26,Friday,False
178,2015-06-27,2015,2,6,June,26,Saturday,True
179,2015-06-28,2015,2,6,June,26,Sunday,True
180,2015-06-29,2015,2,6,June,27,Monday,False
181,2015-06-30,2015,2,6,June,27,Tuesday,False
182,2015-07-01,2015,3,7,July,27,Wednesday,False
183,2015-07-02,2015,3,7,July,27,Thursday,False
184,2015-07-03,2015,3,7,July,27,Friday,False
185,2015-07-04,2015,3,7,July,27,Saturday,True
186,2015-07-05,2015,3,7,July,27,Sunday,True
187,2015-07-06,2015,3,7,July,28,Monday,False
188,2015-07-07,2015,3,7,July,28,Tuesday,False
189,2015-07-08,2015,3,7,July,28,Wednesday,False
190,2015-07-09,2015,3,7,July,28,Thursday,False
191,2015-07-10,2015,3,7,July,28,Friday,False
192,2015-07-11,2015,3,7,July,28,Saturday,True
193,2015-07-12,2015,3,7,July,28,Sunday,True
194,2015-07-13,2015,3,7,July,29,Monday,False
195,2015-07-14,2015,3,7,July,29,Tuesday,False
196,2015-07-15,2015,3,7,July,29,Wednesday,False
197,2015-07-16,2015,3,7,July,29,Thursday,False
198,2015-07-17,2015,3,7,July,29,Friday,False
199,2015-07-18,2015,3,7,July,29,Saturday,True
200,2015-07-19,2015,3,7,July,29,Sunday,True
201,2015-07-20,2015,3,7,July,30,Monday,False
202,2015-07-21,2015,3,7,July,30,Tuesday,False
203,2015-07-22,2015,3,7,July,30,Wednesday,False
204,2015-07-23,2015,3,7,July,30,Thursday,False
205,2015-07-24,2015,3,7,July,30,Friday,False
206,2015-07-25,2015,3,7,July,30,Saturday,True
207,2015-07-26,2015,3,7,July,30,Sunday,True
208,2015-07-27,2015,3,7,July,31,Monday,False
209,2015-07-28,2015,3,7,July,31,Tuesday,False
210,2015-07-29,2015,3,7,July,31,Wednesday,False
211,2015-07-30,2015,3,7,July,31,Thursday,False
212,2015-07-31,2015,3,7,July,31,Friday,False
213,2015-08-01,2015,3,8,August,31,Saturday,True
214,2015-08-02,2015,3,8,August,31,Sunday,True
215,2015-08-03,2015,3,8,August,32,Monday,False
216,2015-08-04,2015,3,8,August,32,Tuesday,False
217,2015-08-05,2015,3,8,August,32,Wednesday,False
218,2015-08-06,2015,3,8,August,32,Thursday,False
219,2015-08-07,2015,3,8,August,32,Friday,False
220,2015-08-08,2015,3,8,August,32,Saturday,True
221,2015-08-09,2015,3,8,August,32,Sunday,True
222,2015-08-10,2015,3,8,August,33,Monday,False
223,2015-08-11,2015,3,8,August,33,Tuesday,False
224,2015-08-12,2015,3,8,August,33,Wednesday,False
225,2015-08-13,2015,3,8,August,33,Thursday,False
226,2015-08-14,2015,3,8,August,33,Friday,False
227,2015-08-15,2015,3,8,August,33,Saturday,True
228,2015-08-16,2015,3,8,August,33,Sunday,True
229,2015-08-17,2015,3,8,August,34,Monday,False
230,2015-08-18,2015,3,8,August,34,Tuesday,False
231,2015-08-19,2015,3,8,August,34,Wednesday,False
232,2015-08-20,2015,3,8,August,34,Thursday,False
233,2015-08-21,2015,3,8,August,34,Friday,False
234,2015-08-22,2015,3,8,August,34,Saturday,True
235,2015-08-23,2015,3,8,August,34,Sunday,True
236,2015-08-24,2015,3,8,August,35,Monday,False
237,2015-08-25,2015,3,8,August,35,Tuesday,False
238,2015-08-26,2015,3,8,August,35,Wednesday,False
239,2015-08-27,2015,3,8,August,35,Thursday,False
240,2015-08-28,2015,3,8,August,35,Friday,False
241,2015-08-29,2015,3,8,August,35,Saturday,True
242,2015-08-30,2015,3,8,August,35,Sunday,True
243,2015-08-31,2015,3,8,August,36,Monday,False
244,2015-09-01,2015,3,9,September,36,Tuesday,False
245,2015-09-02,2015,3,9,September,36,Wednesday,False
246,2015-09-03,2015,3,9,September,36,Thursday,False
247,2015-09-04,2015,3,9,September,36,Friday,False
248,2015-09-05,2015,3,9,September,36,Saturday,True
249,2015-09-06,2015,3,9,September,36,Sunday,True
250,2015-09-07,2015,3,9,September,37,Monday,False
251,2015-09-08,2015,3,9,September,37,Tuesday,False
252,2015-09-09,2015,3,9,September,37,Wednesday,False
253,2015-09-10,2015,3,9,September,37,Thursday,False
254,2015-09-11,2015,3,9,September,37,Friday,False
255,2015-09-12,2015,3,9,September,37,Saturday,True
256,2015-09-13,2015,3,9,September,37,Sunday,True
257,2015-09-14,2015,3,9,September,38,Monday,False
258,2015-09-15,2015,3,9,September,38,Tuesday,False
259,2015-09-16,2015,3,9,September,38,Wednesday,False
260,2015-09-17,2015,3,9,September,38,Thursday,False
261,2015-09-18,2015,3,9,September,38,Friday,False
262,2015-09-19,2015,3,9,September,38,Saturday,True
263,2015-09-20,2015,3,9,September,38,Sunday,True
264,2015-09-21,2015,3,9,September,39,Monday,False
265,2015-09-22,2015,3,9,September,39,Tuesday,False
266,2015-09-23,2015,3,9,September,39,Wednesday,False
267,2015-09-24,2015,3,9,September,39,Thursday,False
268,2015-09-25,2015,3,9,September,39,Friday,False
269,2015-09-26,2015,3,9,September,39,Saturday,True
270,2015-09-27,2015,3,9,September,39,Sunday,True
271,2015-09-28,2015,3,9,September,40,Monday,False
272,2015-09-29,2015,3,9,September,40,Tuesday,False
273,2015-09-30,2015,3,9,September,40,Wednesday,False
274,2015-10-01,2015,4,10,October,40,Thursday,False
275,2015-10-02,2015,4,10,October,40,Friday,False
276,2015-10-03,2015,4,10,October,40,Saturday,True
277,2015-10-04,2015,4,10,October,40,Sunday,True
278,2015-10-05,2015,4,10,October,41,Monday,False
279,2015-10-06,2015,4,10,October,41,Tuesday,False
280,2015-10-07,2015,4,10,October,41,Wednesday,False
281,2015-10-08,2015,4,10,October,41,Thursday,False
282,2015-10-09,2015,4,10,October,41,Friday,False
283,2015-10-10,2015,4,10,October,41,Saturday,True
284,2015-10-11,2015,4,10,October,41,Sunday,True
285,2015-10-12,2015,4,10,October,42,Monday,False
286,2015-10-13,2015,4,10,October,42,Tuesday,False
287,2015-10-14,2015,4,10,October,42,Wednesday,False
288,2015-10-15,2015,4,10,October,42,Thursday,False
289,2015-10-16,2015,4,10,October,42,Friday,False
290,2015-10-17,2015,4,10,October,42,Saturday,True
291,2015-10-18,2015,4,10,October,42,Sunday,True
292,2015-10-19,2015,4,10,October,43,Monday,False
293,2015-10-20,2015,4,10,October,43,Tuesday,False
294,2015-10-21,2015,4,10,October,43,Wednesday,False
295,2015-10-22,2015,4,10,October,43,Thursday,False
296,2015-10-23,2015,4,10,October,43,Friday,False
297,2015-10-24,2015,4,10,October,43,Saturday,True
298,2015-10-25,2015,4,10,October,43,Sunday,True
299,2015-10-26,2015,4,10,October,44,Monday,False
300,2015-10-27,2015,4,10,October,44,Tuesday,False
301,2015-10-28,2015,4,10,October,44,Wednesday,False
302,2015-10-29,2015,4,10,October,44,Thursday,False
303,2015-10-30,2015,4,10,October,44,Friday,False
304,2015-10-31,2015,4,10,October,44,Saturday,True
305,2015-11-01,2015,4,11,November,44,Sunday,True
306,2015-11-02,2015,4,11,November,45,Monday,False
307,2015-11-03,2015,4,11,November,45,Tuesday,False
308,2015-11-04,2015,4,11,November,45,Wednesday,False
309,2015-11-05,2015,4,11,November,45,Thursday,False
310,2015-11-06,2015,4,11,November,45,Friday,False
311,2015-11-07,2015,4,11,November,45,Saturday,True
312,2015-11-08,2015,4,11,November,45,Sunday,True
313,2015-11-09,2015,4,11,November,46,Monday,False
314,2015-11-10,2015,4,11,November,46,Tuesday,False
315,2015-11-11,2015,4,11,November,46,Wednesday,False
316,2015-11-12,2015,4,11,November,46,Thursday,False
317,2015-11-13,2015,4,11,November,46,Friday,False
318,2015-11-14,2015,4,11,November,46,Saturday,True
319,2015-11-15,2015,4,11,November,46,Sunday,True
320,2015-11-16,2015,4,11,November,47,Monday,False
321,2015-11-17,2015,4,11,November,47,Tuesday,False
322,2015-11-18,2015,4,11,November,47,Wednesday,False
323,2015-11-19,2015,4,11,November,47,Thursday,False
324,2015-11-20,2015,4,11,November,47,Friday,False
325,2015-11-21,2015,4,11,November,47,Saturday,True
326,2015-11-22,2015,4,11,November,47,Sunday,True
327,2015-11-23,2015,4,11,November,48,Monday,False
328,2015-11-24,2015,4,11,November,48,Tuesday,False
329,2015-11-25,2015,4,11,November,48,Wednesday,False
330,2015-11-26,2015,4,11,November,48,Thursday,False
331,2015-11-27,2015,4,11,November,48,Friday,False
332,2015-11-28,2015,4,11,November,48,Saturday,True
333,2015-11-29,2015,4,11,November,48,Sunday,True
334,2015-11-30,2015,4,11,November,49,Monday,False
335,2015-12-01,2015,4,12,December,49,Tuesday,False
336,2015-12-02,2015,4,12,December,49,Wednesday,False
337,2015-12-03,2015,4,12,December,49,Thursday,False
338,2015-12-04,2015,4,12,December,49,Friday,False
339,2015-12-05,2015,4,12,December,49,Saturday,True
340,2015-12-06,2015,4,12,December,49,Sunday,True
341,2015-12-07,2015,4,12,December,50,Monday,False
342,2015-12-08,2015,4,12,December,50,Tuesday,False
343,2015-12-09,2015,4,12,December,50,Wednesday,False
344,2015-12-10,2015,4,12,December,50,Thursday,False
345,2015-12-11,2015,4,12,December,50,Friday,False
346,2015-12-12,2015,4,12,December,50,Saturday,True
347,2015-12-13,2015,4,12,December,50,Sunday,True
348,2015-12-14,2015,4,12,December,51,Monday,False
349,2015-12-15,2015,4,12,December,51,Tuesday,False
350,2015-12-16,2015,4,12,December,51,Wednesday,False
351,2015-12-17,2015,4,12,December,51,Thursday,False
352,2015-12-18,2015,4,12,December,51,Friday,False
353,2015-12-19,2015,4,12,December,51,Saturday,True
354,2015-12-20,2015,4,12,December,51,Sunday,True
355,2015-12-21,2015,4,12,December,52,Monday,False
356,2015-12-22,2015,4,12,December,52,Tuesday,False
357,2015-12-23,2015,4,12,December,52,Wednesday,False
358,2015-12-24,2015,4,12,December,52,Thursday,False
359,2015-12-25,2015,4,12,December,52,Friday,False
360,2015-12-26,2015,4,12,December,52,Saturday,True
361,2015-12-27,2015,4,12,December,52,Sunday,True
362,2015-12-28,2015,4,12,December,53,Monday,False
363,2015-12-29,2015,4,12,December,53,Tuesday,False
364,2015-12-30,2015,4,12,December,53,Wednesday,False
365,2015-12-31,2015,4,12,December,53,Thursday,False
366,2016-01-01,2016,1,1,January,53,Friday,False
367,2016-01-02,2016,1,1,January,53,Saturday,True
368,2016-01-03,2016,1,1,January,53,Sunday,True
369,2016-01-04,2016,1,1,January,1,Monday,False
370,2016-01-05,2016,1,1,January,1,Tuesday,False
371,2016-01-06,2016,1,1,January,1,Wednesday,False
372,2016-01-07,2016,1,1,January,1,Thursday,False
373,2016-01-08,2016,1,1,January,1,Friday,False
374,2016-01-09,2016,1,1,January,1,Saturday,True
375,2016-01-10,2016,1,1,January,1,Sunday,True
376,2016-01-11,2016,1,1,January,2,Monday,False
377,2016-01-12,2016,1,1,January,2,Tuesday,False
378,2016-01-13,2016,1,1,January,2,Wednesday,False
379,2016-01-14,2016,1,1,January,2,Thursday,False
380,2016-01-15,2016,1,1,January,2,Friday,False
381,2016-01-16,2016,1,1,January,2,Saturday,True
382,2016-01-17,2016,1,1,January,2,Sunday,True
383,2016-01-18,2016,1,1,January,3,Monday,False
384,2016-01-19,2016,1,1,January,3,Tuesday,False
385,2016-01-20,2016,1,1,January,3,Wednesday,False
386,2016-01-21,2016,1,1,January,3,Thursday,False
387,2016-01-22,2016,1,1,January,3,Friday,False
388,2016-01-23,2016,1,1,January,3,Saturday,True
389,2016-01-24,2016,1,1,January,3,Sunday,True
390,2016-01-25,2016,1,1,January,4,Monday,False
391,2016-01-26,2016,1,1,January,4,Tuesday,False
392,2016-01-27,2016,1,1,January,4,Wednesday,False
393,2016-01-28,2016,1,1,January,4,Thursday,False
394,2016-01-29,2016,1,1,January,4,Friday,False
395,2016-01-30,2016,1,1,January,4,Saturday,True
396,2016-01-31,2016,1,1,January,4,Sunday,True
397,2016-02-01,2016,1,2,February,5,Monday,False
398,2016-02-02,2016,1,2,February,5,Tuesday,False
399,2016-02-03,2016,1,2,February,5,Wednesday,False
400,2016-02-04,2016,1,2,February,5,Thursday,False
401,2016-02-05,2016,1,2,February,5,Friday,False
402,2016-02-06,2016,1,2,February,5,Saturday,True
403,2016-02-07,2016,1,2,February,5,Sunday,True
404,2016-02-08,2016,1,2,February,6,Monday,False
405,2016-02-09,2016,1,2,February,6,Tuesday,False
406,2016-02-10,2016,1,2,February,6,Wednesday,False
407,2016-02-11,2016,1,2,February,6,Thursday,False
408,2016-02-12,2016,1,2,February,6,Friday,False
409,2016-02-13,2016,1,2,February,6,Saturday,True
410,2016-02-14,2016,1,2,February,6,Sunday,True
411,2016-02-15,2016,1,2,February,7,Monday,False
412,2016-02-16,2016,1,2,February,7,Tuesday,False
413,2016-02-17,2016,1,2,February,7,Wednesday,False
414,2016-02-18,2016,1,2,February,7,Thursday,False
415,2016-02-19,2016,1,2,February,7,Friday,False
416,2016-02-20,2016,1,2,February,7,Saturday,True
417,2016-02-21,2016,1,2,February,7,Sunday,True
418,2016-02-22,2016,1,2,February,8,Monday,False
419,2016-02-23,2016,1,2,February,8,Tuesday,False
420,2016-02-24,2016,1,2,February,8,Wednesday,False
421,2016-02-25,2016,1,2,February,8,Thursday,False
422,2016-02-26,2016,1,2,February,8,Friday,False
423,2016-02-27,2016,1,2,February,8,Saturday,True
424,2016-02-28,2016,1,2,February,8,Sunday,True
425,2016-02-29,2016,1,2,February,9,Monday,False
426,2016-03-01,2016,1,3,March,9,Tuesday,False
427,2016-03-02,2016,1,3,March,9,Wednesday,False
428,2016-03-03,2016,1,3,March,9,Thursday,False
429,2016-03-04,2016,1,3,March,9,Friday,False
430,2016-03-05,2016,1,3,March,9,Saturday,True
431,2016-03-06,2016,1,3,March,9,Sunday,True
432,2016-03-07,2016,1,3,March,10,Monday,False
433,2016-03-08,2016,1,3,March,10,Tuesday,False
434,2016-03-09,2016,1,3,March,10,Wednesday,False
435,2016-03-10,2016,1,3,March,10,Thursday,False
436,2016-03-11,2016,1,3,March,10,Friday,False
437,2016-03-12,2016,1,3,March,10,Saturday,True
438,2016-03-13,2016,1,3,March,10,Sunday,True
439,2016-03-14,2016,1,3,March,11,Monday,False
440,2016-03-15,2016,1,3,March,11,Tuesday,False
441,2016-03-16,2016,1,3,March,11,Wednesday,False
442,2016-03-17,2016,1,3,March,11,Thursday,False
443,2016-03-18,2016,1,3,March,11,Friday,False
444,2016-03-19,2016,1,3,March,11,Saturday,True
445,2016-03-20,2016,1,3,March,11,Sunday,True
446,2016-03-21,2016,1,3,March,12,Monday,False
447,2016-03-22,2016,1,3,March,12,Tuesday,False
448,2016-03-23,2016,1,3,March,12,Wednesday,False
449,2016-03-24,2016,1,3,March,12,Thursday,False
450,2016-03-25,2016,1,3,March,12,Friday,False
451,2016-03-26,2016,1,3,March,12,Saturday,True
452,2016-03-27,2016,1,3,March,12,Sunday,True
453,2016-03-28,2016,1,3,March,13,Monday,False
454,2016-03-29,2016,1,3,March,13,Tuesday,False
455,2016-03-30,2016,1,3,March,13,Wednesday,False
456,2016-03-31,2016,1,3,March,13,Thursday,False
457,2016-04-01,2016,2,4,April,13,Friday,False
458,2016-04-02,2016,2,4,April,13,Saturday,True
459,2016-04-03,2016,2,4,April,13,Sunday,True
460,2016-04-04,2016,2,4,April,14,Monday,False
461,2016-04-05,2016,2,4,April,14,Tuesday,False
462,2016-04-06,2016,2,4,April,14,Wednesday,False
463,2016-04-07,2016,2,4,April,14,Thursday,False
464,2016-04-08,2016,2,4,April,14,Friday,False
465,2016-04-09,2016,2,4,April,14,Saturday,True
466,2016-04-10,2016,2,4,April,14,Sunday,True
467,2016-04-11,2016,2,4,April,15,Monday,False
468,2016-04-12,2016,2,4,April,15,Tuesday,False
469,2016-04-13,2016,2,4,April,15,Wednesday,False
470,2016-04-14,2016,2,4,April,15,Thursday,False
471,2016-04-15,2016,2,4,April,15,Friday,False
472,2016-04-16,2016,2,4,April,15,Saturday,True
473,2016-04-17,2016,2,4,April,15,Sunday,True
474,2016-04-18,2016,2,4,April,16,Monday,False
475,2016-04-19,2016,2,4,April,16,Tuesday,False
476,2016-04-20,2016,2,4,April,16,Wednesday,False
477,2016-04-21,2016,2,4,April,16,Thursday,False
478,2016-04-22,2016,2,4,April,16,Friday,False
479,2016-04-23,2016,2,4,April,16,Saturday,True
480,2016-04-24,2016,2,4,April,16,Sunday,True
481,2016-04-25,2016,2,4,April,17,Monday,False
482,2016-04-26,2016,2,4,April,17,Tuesday,False
483,2016-04-27,2016,2,4,April,17,Wednesday,False
484,2016-04-28,2016,2,4,April,17,Thursday,False
485,2016-04-29,2016,2,4,April,17,Friday,False
486,2016-04-30,2016,2,4,April,17,Saturday,True
487,2016-05-01,2016,2,5,May,17,Sunday,True
488,2016-05-02,2016,2,5,May,18,Monday,False
489,2016-05-03,2016,2,5,May,18,Tuesday,False
490,2016-05-04,2016,2,5,May,18,Wednesday,False
491,2016-05-05,2016,2,5,May,18,Thursday,False
492,2016-05-06,2016,2,5,May,18,Friday,False
493,2016-05-07,2016,2,5,May,18,Saturday,True
494,2016-05-08,2016,2,5,May,18,Sunday,True
495,2016-05-09,2016,2,5,May,19,Monday,False
496,2016-05-10,2016,2,5,May,19,Tuesday,False
497,2016-05-11,2016,2,5,May,19,Wednesday,False
498,2016-05-12,2016,2,5,May,19,Thursday,False
499,2016-05-13,2016,2,5,May,19,Friday,False
500,2016-05-14,2016,2,5,May,19,Saturday,True
501,2016-05-15,2016,2,5,May,19,Sunday,True
502,2016-05-16,2016,2,5,May,20,Monday,False
503,2016-05-17,2016,2,5,May,20,Tuesday,False
504,2016-05-18,2016,2,5,May,20,Wednesday,False
505,2016-05-19,2016,2,5,May,20,Thursday,False
506,2016-05-20,2016,2,5,May,20,Friday,False
507,2016-05-21,2016,2,5,May,20,Saturday,True
508,2016-05-22,2016,2,5,May,20,Sunday,True
509,2016-05-23,2016,2,5,May,21,Monday,False
510,2016-05-24,2016,2,5,May,21,Tuesday,False
511,2016-05-25,2016,2,5,May,21,Wednesday,False
512,2016-05-26,2016,2,5,May,21,Thursday,False
513,2016-05-27,2016,2,5,May,21,Friday,False
514,2016-05-28,2016,2,5,May,21,Saturday,True
515,2016-05-29,2016,2,5,May,21,Sunday,True
516,2016-05-30,2016,2,5,May,22,Monday,False
